Bureau ID,Date,Location,Strike ID,Time,Area,Target,Target Group,Westerners involved,Minimum Total Killed,Maximum Total Killed,Number of deaths,AQ/TB Killed,Minimum civilians killed,Maximum civilians killed,Civilians Killed,Min injured,Max injured,Injured,Minimum children killed,Max children killed,Children Killed,Pakistani approval,Short Summary,Long Summary,Related ID,Notes
Ob210,16-May-11,Sandasa Village,229,,North Waziristan,,al-Qaeda,,4,10,4-10,,,,Unknown,2,2,2,,,,,"Attack on compound kills 4-10 alleged militants in Sandasa, Mir Ali, North Waziristan.","An attack on a compound killed up to ten alleged militants, possibly all â€˜foreignersâ€™ â€“ and injured two people. Reuters later reported one of the dead as â€˜the son of an al Qaeda operative identified as Abu Kashif.â€™ Casualties of this strike are sometimes confused with those of Ob209. Sandasa, Mir Ali, North Waziristan.",,
Ob211,16-May-11,Aimarki,230,,North Waziristan,,al-Qaeda,,3,6,3-6,,,,Unknown,,,Unknown,,,,,"3-6 alleged militants killed in strike on pick-up truck in Mir Ali, North Waziristan.","Up to six alleged militants were killed in an attack on a pick-up truck. The casualties of this strike are sometimes confused with those of Ob208. Aimarki area of Mir Ali, North Waziristan.",Ob209,
Ob212,20-May-11,Tappi,231,,North Waziristan,,Haqqani,,4,6,4-6,,,,Unknown,,,Unknown,,,,,"4-6 alleged militants killed in attack on moving vehicle in Tappi, North Waziristan.","Up to six alleged militants were killed when their moving car was destroyed on the road between Miranshah and Spalga. Tappi, North Waziristan.",,
Ob213,23-May-11,Mir Ali,232,,North Waziristan,,Haqqani?,,4,7,4-7,,,,,2,2,At least 2,,,,,"4-7 alleged militants killed in strike on van in Mir Ali, North Waziristan.","A van was destroyed and seven alleged militants were killed, reportedly all â€˜foreignersâ€™. Mir Ali, North Waziristan.",,
Ob214,03-Jun-11,Ghwa Khwa,233,,South Waziristan,Ilyas Kashmiri,,,8,12,8-12,,,,Unknown,3,3,3,,,,,"Up to 5 named al Qaeda killed among 8-12 alleged militants in strike on orchard in Ghwa Khwa, South Waziristan.","Ilyas Kashmiri, Al Qaeda affiliate and senior commander, was reported â€˜killedâ€™ as he slept in an orchard along with Mohammad Usman, Ibrahim, Farooq, Amir Hamza and Imran. Despite Pakistan insisting that Kashmiri had died, suspicions were almost immediately raised. Only days earlier US Secretary of State Hillary Clinton had reportedly presented Pakistan with a â€˜death listâ€™ of senior militants the US wanted killed. [http://nation.com.pk/pakistan-news-newspaper-daily-english-online/Politics/28-May-2011/Angry-Pakistan-rejects-US-appeal-plans-to-review-drone-campaign/1  ] Some saw the timing of his reported death as suspicious.  Six weeks later reports began emerging that Kashmiri had survived, though his status is still unclear.  [http://pakobserver.net/detailnews.asp?id=103363 ] Ghwa Khwa, South Waziristan.",Ob34,
Ob215,06-Jun-11,Shalam Raghzai,234,30-Dec-99,South Waziristan,,,,7,9,7-9,,,,Unknown,2,2,2,,,,,"House destroyed killing 7-9 alleged militants in Shalam Ragzhai, South Waziristan.","The reported home of Zari Khan Shamsikhel was destroyed in the first of three linked strikes.  Up to nine people â€“ reported by some as â€˜Punjabi Talibanâ€™ or as â€˜foreignersâ€™ â€“ were killed. Shalam Ragzhai, South Waziristan.",Ob215,
Ob216,06-Jun-11,Wacha Dana,235,30-Dec-99,South Waziristan,,,,8,10,8-10,,0,7,0-7,3,3,3,,,,,"8-10 killed, including possibly 7 civilians, in attack on seminary in Wacha Dana, South Waziristan.","Up to ten people were killed in a strike on religious school. Seven civilians were reportedly among the dead in this or Ob 213 (CNN). Wacha Dana, South Waziristan.",Ob214,
Ob217,06-Jun-11,Darnashtra,236,,South Waziristan,,Hafiz Gul Bahadur,,3,5,3-5,,,,Unknown,,,Unknown,,,,,"3-5 alleged militants killed in attack on car in Darnashtra, South Waziristan.","In the third linked strike of the day a vehicle was destroyed, killing up to five alleged militants. Darnashtra, South Waziristan.",,
Ob218,08-Jun-11,Zoynari,237,,South Waziristan,,Hafiz Gul Bahadur,,18,23,18-23,,,,Unknown,6,6,6,,,,,"18-23 alleged militants killed in attack on compound in Zoynari, South Waziristan.","An attack on a housing compound by four or five drones killed as many as 23 â€˜suspected militantsâ€™, with a further six people injured. Some sources linked the dead to Hafiz Gul Bahadurâ€™s group. Villagers took part in the rescue work. Zoynari, South Waziristan.",Ob218,
Ob219,08-Jun-11,Shawal,238,,South Waziristan,,Hafiz Gul Bahadur,,4,4,4,,,,,,,Unknown,,,,,"4 militants or civilians killed in strike on truck in Shawal, South Waziristan.","Four people â€“ possibly militants - were reported killed in an attack on a truck in the Shawal area, South Waziristan.",Ob217,
Ob220,15-Jun-11,Wana,239,,South Waziristan,Maulvi Nazir,Nazir,,3,10,3-10,,,,Unknown,2,2,2,,,,,"Attack on house kills 3-10 alleged militants in Wana, South Waziristan.","An attack on a house (reported as owned by tribesman Zar Wali Khan Wazir) and allegedly linked to militant leader Maulvi Nazir killed up to ten people. Two were injured. Wana, South Waziristan.",,
Ob221,15-Jun-11,Karez,240,,South Waziristan,,,,0,0,0,,,,0,0,0,0,,,,,"None killed as car occupants escape drone strike in Karez, South Waziristan.","No injuries were reported as four car occupants (possibly â€˜Punjabi militantsâ€™) escaped into an orchard before their vehicle was destroyed in Karez, South Waziristan.",,
Ob222,15-Jun-11,Mir Ali,241,,North Waziristan,,,,5,6,5-6,,5,6,5-6,,,,,,,,"5-6 civilians killed in strike on car near Miranshah, North Waziristan.","A car was destroyed and up to eight people were reported killed on the Mir Ali-Miranshah road.  The Bureauâ€™s researchers in Waziristan reported: â€˜Four civilians belonging to the Zangbar family of the Toorikhel Wazir tribe were killed. Those killed included Shahzada, who was a student and was the grandson of a tribal elder Malik Shahzada, the 50-year-old head of the Toorikhel Wazir tribe. Malik Shahzada has shifted to Peshawar with his family due to fear of the local Taliban. How could he or his slain grandson be Taliban when the family had to leave their ancestral village and shift to Peshawar to avoid harm at the hand of the Taliban? The other innocent civilians killed in this attack were Akram Shah, the driver, Umar Khan who owned a car spare parts shop, and Tariq who ran the medical store.  The four civilian deaths caused so much anger that in Miram Shah a big protest was held against the US drone attacks and many people demanded jihad against America.â€™
Some reports said that two further dead people remained unidentified (Dawn). Miranshah, North Waziristan.",,
Ob223,20-Jun-11,Khardand,242,,Kurram Agency,,Haqqani,,7,7,7,,2,7,2-7,0,3,0-3,,,,,"7 alleged militants and rescuers killed in strike on car in Khardand, Kurram Agency.","Seven people were reported killed in the first of a triple strike in Kurram Agency. Five  initially died when a car was destroyed. As villagers attempted aid, drones killed a further two, according to local official Noor Alam.  Khardand, Kurram Agency.",,
Ob224,20-Jun-11,Zarakai,243,,Kurram Agency,,Haqqani,,3,5,3-5,,,,,,,,,,,,"3-5 alleged militants killed in strike on house in Zarakai, Kurram Agency.","In the second of three strikes in Kurram, a house was struck and up to five alleged militants, said to be Afghans, were killed in Zarakai, Kurram Agency.",,
Ob225,27-Jun-11,Shawal,245,,South Waziristan,,Pakistan Taliban,,6,12,6-12,,,,Unknown,,,Unknown,,,,,"6-12 killed in strike on truck and compound in Shawal, North Waziristan.","Up to a dozen people were reported killed in an attack on one or two trucks. Three â€˜foreignersâ€™ and five local Taliban fighters were reported among the dead. Shawal, North Waziristan.",,
Ob226,27-Jun-11,Shakai,246,,South Waziristan,,,,14,21,14-21,,0,20,0-20,2,2,At least 2,,,,,"14-21 alleged militants killed in attack on â€˜training campâ€™ in Shakai, South Waziristan.","An alleged militant training camp or house was destroyed and up to 21 suspected militants were killed, with at least two injured. The site was linked by one source to militant commander Adam Khan. Shakai, South Waziristan.",,
Ob227,05-Jul-11,Mir Ali,286,,North Waziristan,Saifullah,,Y,4,6,4-6,,,,Unknown,5,5,5,,,,,"Named Western al Qaeda militant among 4-6 reported killed in strike on guesthouse in Mir Ali, North Waziristan.","An attack on a guesthouse killed six alleged militants and injured five. Suspected Australian al Qaeda operative Saif Ullah was later named among the dead, along with Zahirullah. The Bureauâ€™s researchers in Waziristan reported:  â€˜The missile fired by the drone hit a hujra, or male guesthouse. Saifullah, the Australian national, happened to be a guest of Zahirullah, who owned a general store in Mir Ali bazaar, and both were killed.â€™ Our researchers report that there is debate over Zahirullahâ€™s militant links. â€˜There was no doubt about Saifullahâ€™s background. He was a white Australian convert, who had grown a beard and used to rotate between North Waziristan and Khost. Sources said he used to fight against the US-led forces in Khost province in Afghanistan and then return to North Waziristan for rest. Saifullah, in his late 30s, had come to North Waziristan four years ago and had lived in Miramshah and other places. In North Waziristan, he was aligned with the Pakistani Taliban militant group headed by Hafiz Gul Bahadur, who signed a peace agreement with the Pakistan government twice in recent years. He had reportedly come from Khost two days before he was killed.â€™ 
Mir Ali, North Waziristan.",,
Ob228,11-Jul-11,Gurwak,289,30-Dec-99,North Waziristan,,Haqqani,,5,12,5-12,,0,0,0-5,2,2,2,,,,,"5-12 killed, including possibly 5 civilians, in strike on van in Borvaika/ Gorwak in North Waziristan.","An evening attack on a van killed 10 people. Only five alleged militants were reportedly in the van, with civilian deaths possible.  Borvaika/ Gorwak in North Waziristan.",,
Ob229,12-Jul-11,Gurwak,290,,North Waziristan,,,,12,25,12-25,,,,,,,,,,,,"12-25 alleged militants killed in strike on compound in Gorvak/ Shawal, North Waziristan.",A second strike in (sometimes confused with Ob227) killed up to 18 alleged militants in a compound.,Ob227,
Ob230,12-Jul-11,Barmal,291,,South Waziristan,,,,5,13,5-13,,,,Unknown,3,5,3-5,,,,,"An attack on a house and/ or car killed 5-13 alleged militants, including â€˜foreignersâ€™. Three students â€˜with militant linksâ€™ were killed in either this or Ob230, named as Hafiz Bilal, Waheed Ullah and Fayaz. Barmal, South Wazir","An attack on a house and/ or car killed up to thirteen alleged militants, including â€˜foreignersâ€™, and injured five. Three students â€˜with militant linksâ€™ were killed in either this or Ob230, named as Hafiz Bilal, Waheed Ullah and Fayaz. Barmal, South Waziristan.",,
Ob231,12-Jul-11,Datta Khel,292,,North Waziristan,,,,13,15,13-15,,0,4,4,,,,,,,,"13-15 alleged militants killed in strike on car and house in Dre Nishatr, Shawal valley, North Waziristan.","Linked attacks on a house and car killed up to fifteen alleged militants.  Reuters reported a Pakistani intelligence official as saying: â€˜The missiles were fired as militants sitting in a vehicle were entering into a house used by them as a hideout. The house is on fire.â€™ Three students â€˜with militant linksâ€™ were killed in either this or Ob229, named as Hafiz Bilal, Waheed Ullah and Fayaz.  Dre Nishatr, Shawal valley, North Waziristan.",,
Ob232,12-Jul-11,Datta Khel,293,,North Waziristan,,,,8,9,8-9,,1,1,1,,,,,,,,"8-9 people were killed in strike on car. At least one civilian casualty. Datta Khel, North Waziristan.","An attack on a car killed nine alleged militants. The News reported tribal sources as saying that â€˜a local villager driving his personal car came under drone attackâ€™. Datta Khel, North Waziristan.",,
Ob233,20-Jul-11,Mir Ali,294,,North Waziristan,,,,4,4,4,,,,,2,2,At least 2,,,,,"4 alleged militants killed in Khushali Toori Khel, Mir Ali, North Waziristan.","An attack on a house killed four people â€“ described by one source as â€˜suspected militantsâ€™. Several others were wounded.  Khushali Toori Khel, Mir Ali, North Waziristan.",,
Ob234,01-Aug-11,Azam Warsak,295,,South Waziristan,,,,4,6,4-6,,0,6,0-6,7,7,7,,,,,"4-6 people - possibly all civilians - killed in strike on car in Azam Warsak, South Waziristan.","A strike on a vehicle killed â€˜at least four peopleâ€™, allegedly militants, and injured seven. Azam Warsak, South Waziristan.",,
Ob235,02-Aug-11,Qutab Khel,296,,North Waziristan,,,,3,4,3-4,,,,,,,,,,,,"3-4 alleged militants killed in strike on car. Qutab Khel, North Waziristan.","Up to four alleged militants and/or local tribesmen were killed in a strike on a moving car . The News reported: â€˜Tribal sources said the CIA-operated spy planes disappeared for some time in the past few weeks due to unknown reasons, but suddenly reappeared on Tuesday and launched the attack.â€™  There was some speculation that this might be linked to the recent resignation of the CIAâ€™s station chief in Islamabad.",,
Ob236,10-Aug-11,Miram Shah,297,,North Waziristan,,,,20,25,20-25,,,,,3,8,3-8,,,,,"20-25 killed and vehicle destroyed in pre-dawn strike. Miram Shah, North Waziristan",A pre-dawn strike on an alleged housing compound of the Haqqani Network killed up to 25 people. A vehicle was also destroyed in the attack. Associated Press reported:â€™The vehicle was hit minutes after it reached the house. It looks like the drone was chasing it. One missile hit the vehicle and another hit the house. Four militants sitting in the vehicle were also killed.â€™,,
Ob237,16-Aug-11,Miram Shah,299,,North Waziristan,,,,4,7,4-7,,3,4,3-4,2,2,,1,1,1,,"4-7 killed, including possibly 3-4 civilians, and 2 injured in a strike on a housing compound and vehicle. Miram Shah, North Waziristan.","At least four alleged militants were killed and two people wounded according to a senior Pakistan security official quoted by agencies.  A housing compound and vehicle were hit â€“ both in the vicinity of a girlsâ€™ school near the bazaar.  There was speculation that the target was the Haqqani Network, with AP reporting two possible â€˜foreignersâ€™ killed.",,
Ob238,19-Aug-11,Shin Warsak,300,,South Waziristan,,,,3,4,3-4,,,,,2,2,2,,,,,"3-4 killed and 2 injured in strike on house. Shin Warsak, South Waziristan.","At least four people were killed in a strike on a house  in the Shin Warsak area of South Waziristan. There were initial reports that the house belonged to a local tribal elder and that those killed were â€˜local militants.â€™  Villagers were reported to be carrying out rescue work. The attack raises to over 2,300 the minimum people reported killed in the CIA programme.",,
Ob239,22-Aug-11,Norak,301,,North Waziristan,,,,4,7,4-7,,0,4,0-4,3,3,3,,,,,"4-7 killed, including possibly 0-4 civilians, and 3 injured in strike on vehicle. Norak, North Waziristan.","A vehicle was targeted in the Norak area of North Waziristan, killing 3-5 alleged militants. AFP cited a local security official as saying that the house of a local tribal elder was also hit. â€˜Dawn later reported that the house belonged to tribesman Gul Sawab, and that along with three militants killed,

four tribesmen from the same family died in the attack
A vehicle was targeted in the Norak area of North Waziristan, killing 3-5 alleged militants. AFP cited a local security official as saying that the house of a local tribal elder was also hit. â€˜Dawn later reported that the house belonged to tribesman Gul Sawab, and that along with three militants killed, 'four tribesmen from the same family died in the attack'. On August 27 a US official reported that Al Qaedaâ€™s new number two, Atiyah abd al-Rahman, died in the strike.",,
Ob240,11-Sep-11,Hisokhel,304,,North Waziristan,,,,4,5,4-5,,,,,2,2,2,,,,,"4-5 killed and 2 injured in strike on 10th anniversary of 9-11. Hisokhel, North Waziristan.","A strike on the tenth anniversary of 9-11 killed up to five alleged militants in Hisokhel, North Waziristan. A local Pakistani official told news agency AFP that a vehicle was destroyed, and that a house was also severely damaged in the attack. GeoTV reported that four drones were involved in the strike, and that their presence afterwards â€˜impeded rescue workâ€™.",,
Ob241,23-Sep-11,Khushali,305,,North Waziristan,,,,3,8,3-8,,,,,3,4,3-4,,,,,"3-8 alleged militants killed and 3-4 injured in strike on house and vehicle. Khushali, North Waziristan.","A 12-day hiatus ended with a strike on a house and vehicle east of Miranshah, killing up to eight alleged militants including four â€˜foreignersâ€™ of â€˜Central Asian originâ€™, according to a local security figure. The house reportedly belonged to local tribal leader Jamal Wazir. As many as four alleged militants were also wounded. The attack came hours after the US Chairman of the Joint Chiefs of Staff, Admiral Mike Mullen, again accused Pakistanâ€™s ISI of colluding with the Haqqani Network, based in the area and a likely target of the attack. One news agency quoted a local intelligence official: 'The locals have pulled out the charred bodies of all four people in the vehicle, while the debris of the demolished house is being combed to find dead or injured, if there are any.'",,
Ob242,27-Sep-11,Azam Warsak,306,,South Waziristan,,,,0,4,0-4,,,,,0,2,0-2,,,,,"Up to four killed and up to two injured in strike on a compound. Azam Warsak, South Waziristan.","Up to four people were initially reported killed in a strike on a compound near Wana, South Waziristan. But news agency AFP later quoted a local security official as saying that those in the compound escaped injury: â€˜A US drone fired two missiles targeting a vehicle parked in a compound but the militants fled before they could be hit.â€™",,
Ob243,30-Sep-11,Baghar,307,,South Waziristan,,,,3,4,3-4,,,,,5,5,5,,,,,"3-4 killed and 5 injured in strike on a vehicle. Baghar, South Waziristan.","Drones again struck South Waziristan â€“ on the same day that Anwar al-Awlaki was killed in Yemen â€“ resulting in the reported deaths of at least three alleged militants, according to a senior security official. The men, traveling in a vehicle, were reportedly part of Maulvi Nazirâ€™s network, a group the US sees as hostile but which has signed local peace agreements with Pakistan. According to Dawn:

One Pakistani official said a deputy to Nazir, named Haleem Ullah, was among the dead. The official said he was among those militants who had escaped survived a drone strike in South Waziristan three days ago by escaping.",,
Ob244,13-Oct-11,Danda Darpakhel,308,,North Waziristan,,,,4,6,4-6,,,,,4,4,4,,,,,"4-6 killed and 4 injured. Danda Darpakhel, North Waziristan.","After a two week pause CIA strikes resumed in Pakistan, with an attack on Danda Darpakhel, North Waziristan. The village â€“ site of frequent previous strikes- has strong links with the Haqqani Network, a group involved in attacks on US, NATO and Afghan forces in Afghanistan.  Up to six militants were reported killed, including Jalil Haqqani, described as being in charge of communications for the Network. CNN cited Pakistani intelligence officials as saying â€˜Jalil Haqqani, 32, is an Afghan national and operated between Pakistan and Afghanistan.â€™ Unusually Haqqani was reported killed as he walked down a street. The attack followed recent comments on September 22 by US Admiral Mike Mullen, chairman of the Joint Chiefs of Staff, that the Haqqani Network was a â€˜veritable armâ€™ of Pakistanâ€™s ISI intelligence service, further straining relations between the two nominal allies. Marc Grossman, the US special envoy to Afghanistan and Pakistan, arrived in Islamabad for talks on improving those relations on the day of the attack.",,
Ob245,13-Oct-11,Zeba Pahar,309,,South Waziristan,,,,3,6,3-6,,,,,3,3,,,,,,"3-6 killed in strike on a compound. Zeba Pahar, South Waziristan.","In the second reported strike of the day, drones attacked â€˜a group of fightersâ€™ in a compound in South Waziristan, killing three. A Pakistani intelligence official told CNN that â€˜The compound on the border was used by militants to routinely fire missiles at NATO and Afghan National Army forces.â€™",,
Ob246,14-Oct-11,Danda Darpakhel,310,,North Waziristan,,,,5,6,5-6,,,,,,,,,,,,"5-6 alleged militants killed in strike on a vehicle. Danda Darpakhel, North Waziristan.","The CIAâ€™s drones were again reported to have returned to Danda Darpakhel, with a strike on a vehicle reported to have killed four alleged militants in a village closely linked with the Haqqani Network.",,
Ob247,15-Oct-11,Angor Adda,311,,South Waziristan,,,,3,6,3-6,,,,,3,7,3-7,,,,,"3-6 killed and 3-7 injured in strike on a compound. Angor Adda, South Waziristan.","According to the Bureauâ€™s data this attack was the 300th CIA drone strike in Pakistan since 2004. The fourth to hit Waziristan in 48 hours, the strike killed up to six alleged militants allied to commander Maulvi Nazir.  Pakistani intelligence officials told Dawn that a compound was attacked near the village of Angor Adda.",,
Ob248,26-Oct-11,Bobar,312,,South Waziristan,,,,13,22,13-22,,,,,6,6,6,,,,,13-22 killed and 6 injured in a strike.,"An attack on the Pakistan Taliban (TTP) which only emerged two days later reportedly killed between 13 and 22 members of the militant organisation. Pakistani security officials told Reuters that â€˜there was strong evidence that Taj Gul Mehsud, a senior Taliban commander and close aide to TTP leader Hakimullah Mehsud, was among the victims in the attack.â€™  The news agency reported that the attack took place in South Waziristan. Reporting was delayed due to the remoteness of the attackâ€™s location.",,
Ob249,27-Oct-11,Azam Warsak,313,,South Waziristan,,,,4,6,4-6,,,,,3,4,3-4,,,,,"4-6 killed and 3-4 injured in a strike on a vehicle. Azam Warsak, South Waziristan.","Hazrat Omar, a 27-year old brother of militant commander Maulvi Nazir, was one of up to five Taliban-linked individuals reported killed in a strike on a vehicle in South Waziristan.  Also reported dead were Nazirâ€™s deputy commander Khan Mohammad aka Sathai, Miraj Wazir or Meraj Khan (a cousin of Nazir, according to the New York Times) and Ashfaq Wazir (both named as commanders by some media), and up to two others. Although Nazirâ€™s group has signed a formal peace agreement with Pakistani forces, the US considers it a foe because of ongoing militant operations inside Afghanistan. Recent strikes appear to have been targeting Nazirâ€™s command structures. The News reported that Nazir himself attended the funeral prayers for the commanders, allegedly saying â€˜To me, all of them were like brothers. Their loss is as heartbreaking as the death of my brother Hazrat Omar.â€",,
Ob250,27-Oct-11,Hisokhel,314,,North Waziristan,,,,4,6,4-6,,,,,3,3,3,,,,,"A second strike of the day on either a moving vehicle or a house in North Waziristan killed 4-6 alleged militants, according to Pakistani security officials. No further details were given.","A second strike of the day on either a moving vehicle or a house in North Waziristan killed up to six alleged militants, according to Pakistani security officials. No further details were given.",,
Ob251,30-Oct-11,Datta Khel,315,,North Waziristan,,,,4,6,4-6,,4,4,4,2,2,2,,,,,Strike on a vehicle killed 4-6.,"An attack on a vehicle near Datta Khel in North Wazirtistan killed up to six people and injured two, one critically. A nearby house was also reported to have been partially destroyed in the strike, which occurred just before noon. Although initial reports claimed the men were alleged militants, local media soon challenged this. The Nation cited local people as saying the dead were â€˜peaceful tribesmenâ€˜ and not militants. And The News reported that four of the dead were miners from a local chromite mine in the area. It identified one of those killed as Saeedur Rahman, a dealer in chromites. The attack was the first since August 22 in which civilians were reported killed.",,
Ob252,31-Oct-11,Norak,316,,North Waziristan,,,,2,4,2-4,,2,2,2,3,3,3,2,2,,,"An attack on a vehicle near the town of Mir Ali, North Waziristan killed 2-4 people, including at two civilians.","An attack on a vehicle near the town of Mir Ali, North Waziristan killed up to four alleged militants, according to reports. Intelligence officials were unable to provide news agencies with further details.",,
Ob253,03-Nov-11,Danda Darpakhel,317,,North Waziristan,,,,2,3,2-3,,,,,3,3,3,,,,,"An attack on an alleged militant housing compound near Miranshah in North Waziristan killed up to three people and injured three others, according to local officials. Dawn reported that the casualties were part of the Haqqani Network.","An attack on an alleged militant housing compound near Miranshah in North Waziristan killed up to three people and injured three others, according to local officials. Dawn reported that the casualties were part of the Haqqani Network.",,
Ob254,15-Nov-11,Miram Shah,318,,North Waziristan,,,,7,7,7,,,,,2,4,2-4,,,,,7 killed and 2-4 injured in strike on a house in Miram Shah.,"Drones resumed operations after a 12-day pause to attack a house in the bazaar of Miranshah. Up to seven people were killed, who local Pakistani officials claimed were alleged militants. AP reported: â€˜Most of the suspected militants killed in the attack were from the Pakistani Taliban, said the officials. Insurgents linked to Afghan militant groups who were harboring them were also killed, they said.â€™ Reuters instead reported that some of those killed were Arabs linked to al Qaeda.",,
Ob255,16-Nov-11,Babar Ghar,319,,South Waziristan,,,,16,22,16-22,,,,,6,6,6,,,,,16-22 killed in strike on two housing compounds in Babar Ghar.,"Two housing compounds reportedly containing â€˜local Taliban fightersâ€™ were attacked at around 2.30 am local time, killing up to 18 people, according to reports. The Express Tribune suggested that at least two victims were members of the Pakistan Taliban (TTP), and that the compounds may have been run by local commanders Abdul Nasir and Abdul Mukhlis, both of whom may have been killed (Xinhua). AFP also reported a local official as saying that some â€˜foreignersâ€™ may have died in the attack.",,
Ob256,17-Nov-11,Shawal,320,,North Waziristan,,,,7,9,7-9,,,,,3,5,3-5,,,,,"In the third strike in as many days, CIA drones attacked a compound in North Waziristan, killing 7-9.","In the third strike in as many days, CIA drones attacked a compound in North Waziristan, killing up to seven and injuring three, according to local officials.",,
Ob257,10-Jan-12,Miram Shah,321,,North Waziristan,,,,1,4,1-4,,,,,2,2,,,,,,"1-4 people killed in a strike on a house near Miranshah. Aslam Awan (aka Abdullah Khorasani), a senior operations operative for al Qaeda  is believed to be among dead.",,,
Ob258,12-Jan-12,Datta Khel,322,,North Waziristan,,,,5,9,5-9,,,,,2,3,2-3,,,,,5-9 alleged militants killed and 2-3 injured in a strike on two vehicles near Dogga.,,,
Ob259,23-Jan-12,Deegan,323,,North Waziristan,,,,4,5,4-5,,,,,1,1,1,,,,,4-5 alleged militants killed and 1 injured in a strike on a vehicle near Deegan.,,,
Ob260,08-Feb-12,Miranshah,325,,North Waziristan,,,,9,10,9-10,,,,,2,12,2-12,,,,,9-10 alleged militants killed and up to 12 injured a strike on a house near Miranshah.,,,
Ob261,09-Feb-12,Miranshah,326,,North Waziristan,,,,5,8,5-8,,0,3,0-3,3,3,3,0,1,,,"5-8 killed, possibly 2 civilians, in a strike on a house near Miransha.  Badar Mansoor, a local Pakistani al Qaeda leader, and his wife and child are believed to be amongst dead.",,,
Ob262,16-Feb-12,Miranshah,327,,North Waziristan,,,,6,6,6,,,,,4,7,,,,,,6 alleged militants killed and up to 7 injured in a strike on a house near Spalga.,,,
Ob263,16-Feb-12,Mir Ali,328,,North Waziristan,,,,10,15,10-15,,,,,,,,,,,,10-15 alleged militants killed in a strike on a vehicle in Mir Ali.,,,
Ob264,09-Mar-12,Shaktoi Mandao,329,,South Waziristan,,,,8,15,8-15,,,,,3,3,3,,,,,"8-15 alleged militants killed and 3 injured in a strike on a vehicle in the Mandao borderlands area. Amongst dead was German citizen Samir H, believed to be one of the most dangerous Islamists in the country.",,,
Ob265,13-Mar-12,Drey Nishtar,330,,South Waziristan,,,,6,8,6-8,,,,,2,4,2-4,,,,,6-8 alleged militants belived to be senoir commanders of a Taliban faction were killed and 2-4 injured in a strike on a vehicle.,,,
Ob266,13-Mar-12,Shawa,331,,South/North Waziristan border,,,,7,7,7,,,,,3,3,3,,,,,7 unknown alleged militants killed and 3 injured in a strike on a vehicle in the borderlands of North and South Waziristan.,,,
Ob267,30-Mar-12,Miranshah,332,30-Dec-99,North Waziristan,,,,4,4,4,,,,,3,3,3,,,,,A Miranshah house destroyed killing 4 alleged militants.,"A house in the market area of Miranshah town was destroyed in a 3am attack, killing four alleged militants. According to AFT, the CIA strike also tirggered a fire in the moneychangers' market. The blast reportedly destroyed five shops including a bakery, three grocery shops and a telephone kiosk.",,
Ob268,29-Apr-12,Miranshah,334,,North Waziristan,,,,3,6,3-6,,,,,2,3,2-3,,,,,3-6 alleged militants killed and up to 3 injured on a strike on an ex-girl's school in Miranshah.,,,
Ob269,05-May-12,Shawal,335,,North Waziristan,,,,8,10,8-10,,0,0,0-10,1,3,1,,,0,,8-10 killed and one injured in a strike. Disputes on wether the dead were militants or civilians.,,,
Ob270,23-May-12,Datta Khel Kalai,336,30-Dec-99,North Waziristan,,,,4,5,4-5,,,,0,2,2,'several',,,0,,4-5 alleged militants killed and several injured in a strike on a house in Datte Khel Kalai.,,,
Ob271,24-May-12,Khassokhel near Mir Ali,337,,North Waziristan,,,,10,12,10-12,,3,8,3-8,3,3,3,,,0,,"10-12 killed and 3 injured, mostly civilians, after a strike hit a house and a nearby mosque during morning prayers.",,,
Ob272,26-May-12,Miranshah,338,30-Dec-99,North Waziristan,,,,3,4,3-4,,,,0,2,2,2,,,0,,3-4 alleged militants killed and 2 injured on a strike on bakery in Miransha bazaar.,,,
Ob273,28-May-12,Khassokhel near Mir Ali,339,30-Dec-99,North Waziristan,,,,5,10,5-10,,,,0,4,4,4,,,0,,5-10 alleged militants killed and 4 injured in a double strike on a house in the village of Khassokhel.,,,
Ob274,28-May-12,Mir Ali,340,,North Waziristan,,,,2,5,2-5,,,,0,,,0,,,0,,2-5 alleged militants killed in a strike on a vehicle in Datta Khel.,,,
Ob275,02-Jun-12,"Khawashi Khel, near Wana",341,,South Waziristan,,Pakistan Taliban,,2,4,2-4,2 T,,,0-2,0,0,0,,,0,,2-4 killed - two alleged militants and possibly two civilians in a strike in a vehicle in Khawashi Khel.,,,
Ob276,03-Jun-12,"Mana Raghzai, near Wana",342,,South Waziristan,,,,7,10,8-10,,,,Possible,7,10,7-10,,,0,,7-10 killed and 7-10 injured in a strike on a house where a Taliban funeral took place. Possible civilian deaths.,,,
Ob277,04-Jun-12,"Hesokhel, near Mir Ali",343,,North Waziristan,,,,1,18,1-18,,,,0,4,4,4,,,0,,"1-18 alleged militants killed in a strike on a militant compound. Abu Yahya al-Libi, al Qaeda's effective number two, is believed to be amongst dead.",,,
Ob278,13-Jun-12,"Isha, near Miranshah",344,,North Waziristan,,,,4,4,4,,,,0,0,0,0,,,0,,4 alleged militants killed in a strike on a vehicle traveling east from Miranshah.,,,
Ob279,14-Jun-12,Miranshah,345,,North Waziristan,,,,3,4,3-4,,,,0,0,0,0,,,0,,3-4 alleged militants killed in a strike on a shop or house in Miranshah bazaar. AFP reports witness saying another instance of a follow-up strike.,,,
